LocationID,LocationName,Latitude,Longitude,Date,Characteristic,Fraction,Value,Unit
4917710,UTAH LAKE 1 MI NE OF LINCOLN POINT #03,40.1577293,-111.7913255,10-16-2017,Nitrogen,Total,0.471,mg/l
4917710,UTAH LAKE 1 MI NE OF LINCOLN POINT #03,40.1577293,-111.7913255,10-16-2017,"Chlorophyll a, corrected for pheophytin",Total,5.8,ug/l
4917710,UTAH LAKE 1 MI NE OF LINCOLN POINT #03,40.1577293,-111.7913255,10-16-2017,"Chlorophyll a, corrected for pheophytin",Total,6.76,ug/l
4917710,UTAH LAKE 1 MI NE OF LINCOLN POINT #03,40.1577293,-111.7913255,10-16-2017,Phosphate-phosphorus,Total,0.052,mg/l
4917710,UTAH LAKE 1 MI NE OF LINCOLN POINT #03,40.1577293,-111.7913255,10-16-2017,Phosphate-phosphorus,Dissolved,0.0146,mg/l
4917710,UTAH LAKE 1 MI NE OF LINCOLN POINT #03,40.1577293,-111.7913255,10-16-2017,Turbidity,Total,48.9,NTU
4917710,UTAH LAKE 1 MI NE OF LINCOLN POINT #03,40.1577293,-111.7913255,10-16-2017,Nitrogen,Dissolved,0.841,mg/l
4917710,UTAH LAKE 1 MI NE OF LINCOLN POINT #03,40.1577293,-111.7913255,10-16-2017,"Temperature, water",,8.67,deg C
4917710,UTAH LAKE 1 MI NE OF LINCOLN POINT #03,40.1577293,-111.7913255,10-16-2017,pH,,8.26,None
4917710,UTAH LAKE 1 MI NE OF LINCOLN POINT #03,40.1577293,-111.7913255,10-16-2017,Dissolved oxygen (DO),,9.29,mg/l
4917715,Utah Lake 1 mile southeast of Bird Island,40.169162,-111.777287,10-16-2017,pH,,8.23,None
4917715,Utah Lake 1 mile southeast of Bird Island,40.169162,-111.777287,10-16-2017,"Temperature, water",,8.27,deg C
4917715,Utah Lake 1 mile southeast of Bird Island,40.169162,-111.777287,10-16-2017,pH,,8.22,None
4917715,Utah Lake 1 mile southeast of Bird Island,40.169162,-111.777287,10-16-2017,Dissolved oxygen (DO),,9.15,mg/l
4917715,Utah Lake 1 mile southeast of Bird Island,40.169162,-111.777287,10-16-2017,Dissolved oxygen (DO),,9.19,mg/l
4917715,Utah Lake 1 mile southeast of Bird Island,40.169162,-111.777287,10-16-2017,pH,,8.23,None
4917715,Utah Lake 1 mile southeast of Bird Island,40.169162,-111.777287,10-16-2017,pH,,8.28,None
4917715,Utah Lake 1 mile southeast of Bird Island,40.169162,-111.777287,10-16-2017,pH,,8.29,None
4917715,Utah Lake 1 mile southeast of Bird Island,40.169162,-111.777287,10-16-2017,Dissolved oxygen (DO),,9.09,mg/l
4917715,Utah Lake 1 mile southeast of Bird Island,40.169162,-111.777287,10-16-2017,pH,,8.23,None
4917715,Utah Lake 1 mile southeast of Bird Island,40.169162,-111.777287,10-16-2017,"Temperature, water",,8.29,deg C
4917715,Utah Lake 1 mile southeast of Bird Island,40.169162,-111.777287,10-16-2017,Dissolved oxygen (DO),,8.92,mg/l
4917715,Utah Lake 1 mile southeast of Bird Island,40.169162,-111.777287,10-16-2017,Dissolved oxygen (DO),,9.15,mg/l
4917715,Utah Lake 1 mile southeast of Bird Island,40.169162,-111.777287,10-16-2017,"Temperature, water",,8.52,deg C
4917715,Utah Lake 1 mile southeast of Bird Island,40.169162,-111.777287,10-16-2017,"Temperature, water",,8.33,deg C
4917715,Utah Lake 1 mile southeast of Bird Island,40.169162,-111.777287,10-16-2017,pH,,8.27,None
4917715,Utah Lake 1 mile southeast of Bird Island,40.169162,-111.777287,10-16-2017,Dissolved oxygen (DO),,9.07,mg/l
4917715,Utah Lake 1 mile southeast of Bird Island,40.169162,-111.777287,10-16-2017,pH,,8.26,None
4917715,Utah Lake 1 mile southeast of Bird Island,40.169162,-111.777287,10-16-2017,pH,,8.27,None
4917715,Utah Lake 1 mile southeast of Bird Island,40.169162,-111.777287,10-16-2017,"Temperature, water",,8.78,deg C
4917715,Utah Lake 1 mile southeast of Bird Island,40.169162,-111.777287,10-16-2017,pH,,8.23,None
4917715,Utah Lake 1 mile southeast of Bird Island,40.169162,-111.777287,10-16-2017,"Temperature, water",,8.93,deg C
4917715,Utah Lake 1 mile southeast of Bird Island,40.169162,-111.777287,10-16-2017,"Temperature, water",,8.27,deg C
4917715,Utah Lake 1 mile southeast of Bird Island,40.169162,-111.777287,10-16-2017,Dissolved oxygen (DO),,9.04,mg/l
4917715,Utah Lake 1 mile southeast of Bird Island,40.169162,-111.777287,10-16-2017,"Temperature, water",,8.74,deg C
4917715,Utah Lake 1 mile southeast of Bird Island,40.169162,-111.777287,10-16-2017,"Temperature, water",,8.63,deg C
4917715,Utah Lake 1 mile southeast of Bird Island,40.169162,-111.777287,10-16-2017,pH,,8.26,None
4917715,Utah Lake 1 mile southeast of Bird Island,40.169162,-111.777287,10-16-2017,"Temperature, water",,8.31,deg C
4917715,Utah Lake 1 mile southeast of Bird Island,40.169162,-111.777287,10-16-2017,"Temperature, water",,8.8,deg C
4917715,Utah Lake 1 mile southeast of Bird Island,40.169162,-111.777287,10-16-2017,Dissolved oxygen (DO),,9.17,mg/l
4917715,Utah Lake 1 mile southeast of Bird Island,40.169162,-111.777287,10-16-2017,Dissolved oxygen (DO),,9.16,mg/l
4917715,Utah Lake 1 mile southeast of Bird Island,40.169162,-111.777287,10-16-2017,"Temperature, water",,8.44,deg C
4917715,Utah Lake 1 mile southeast of Bird Island,40.169162,-111.777287,10-16-2017,Dissolved oxygen (DO),,9.13,mg/l
4917715,Utah Lake 1 mile southeast of Bird Island,40.169162,-111.777287,10-16-2017,Dissolved oxygen (DO),,8.88,mg/l
4917715,Utah Lake 1 mile southeast of Bird Island,40.169162,-111.777287,10-16-2017,pH,,8.27,None
4917715,Utah Lake 1 mile southeast of Bird Island,40.169162,-111.777287,10-16-2017,Dissolved oxygen (DO),,9.11,mg/l
4917715,Utah Lake 1 mile southeast of Bird Island,40.169162,-111.777287,10-16-2017,"Chlorophyll a, corrected for pheophytin",Total,6.76,ug/l
4917715,Utah Lake 1 mile southeast of Bird Island,40.169162,-111.777287,10-16-2017,Turbidity,Total,55.1,NTU
4917715,Utah Lake 1 mile southeast of Bird Island,40.169162,-111.777287,10-16-2017,Phosphate-phosphorus,Total,0.054,mg/l
4917715,Utah Lake 1 mile southeast of Bird Island,40.169162,-111.777287,10-16-2017,Nitrogen,Total,0.518,mg/l
4917715,Utah Lake 1 mile southeast of Bird Island,40.169162,-111.777287,10-16-2017,Nitrogen,Dissolved,0.736,mg/l
4917715,Utah Lake 1 mile southeast of Bird Island,40.169162,-111.777287,10-16-2017,"Chlorophyll a, corrected for pheophytin",Total,5.8,ug/l
4917715,Utah Lake 1 mile southeast of Bird Island,40.169162,-111.777287,10-16-2017,"Chlorophyll a, corrected for pheophytin",Total,6.76,ug/l
4917715,Utah Lake 1 mile southeast of Bird Island,40.169162,-111.777287,10-16-2017,Total dissolved solids,Total,1230,mg/l
4917715,Utah Lake 1 mile southeast of Bird Island,40.169162,-111.777287,10-16-2017,Phosphate-phosphorus,Dissolved,0.0128,mg/l
4917715,Utah Lake 1 mile southeast of Bird Island,40.169162,-111.777287,10-16-2017,Dissolved oxygen (DO),,9.19,mg/l
4917715,Utah Lake 1 mile southeast of Bird Island,40.169162,-111.777287,10-16-2017,pH,,8.23,None
4917715,Utah Lake 1 mile southeast of Bird Island,40.169162,-111.777287,10-16-2017,"Temperature, water",,8.78,deg C
4917770,UTAH LAKE  OUTSIDE ENTRANCE TO PROVO BAY,40.18856667,-111.7313142,10-16-2017,Dissolved oxygen (DO),,10.34,mg/l
4917770,UTAH LAKE  OUTSIDE ENTRANCE TO PROVO BAY,40.18856667,-111.7313142,10-16-2017,"Temperature, water",,9.28,deg C
4917770,UTAH LAKE  OUTSIDE ENTRANCE TO PROVO BAY,40.18856667,-111.7313142,10-16-2017,pH,,8.44,None
4917770,UTAH LAKE  OUTSIDE ENTRANCE TO PROVO BAY,40.18856667,-111.7313142,10-16-2017,Dissolved oxygen (DO),,10.63,mg/l
4917770,UTAH LAKE  OUTSIDE ENTRANCE TO PROVO BAY,40.18856667,-111.7313142,10-16-2017,"Temperature, water",,9.18,deg C
4917770,UTAH LAKE  OUTSIDE ENTRANCE TO PROVO BAY,40.18856667,-111.7313142,10-16-2017,pH,,8.48,None
4917770,UTAH LAKE  OUTSIDE ENTRANCE TO PROVO BAY,40.18856667,-111.7313142,10-16-2017,pH,,8.48,None
4917770,UTAH LAKE  OUTSIDE ENTRANCE TO PROVO BAY,40.18856667,-111.7313142,10-16-2017,Dissolved oxygen (DO),,10.67,mg/l
4917770,UTAH LAKE  OUTSIDE ENTRANCE TO PROVO BAY,40.18856667,-111.7313142,10-16-2017,"Temperature, water",,9.27,deg C
4917770,UTAH LAKE  OUTSIDE ENTRANCE TO PROVO BAY,40.18856667,-111.7313142,10-16-2017,Dissolved oxygen (DO),,10.5,mg/l
4917770,UTAH LAKE  OUTSIDE ENTRANCE TO PROVO BAY,40.18856667,-111.7313142,10-16-2017,"Temperature, water",,9.11,deg C
4917770,UTAH LAKE  OUTSIDE ENTRANCE TO PROVO BAY,40.18856667,-111.7313142,10-16-2017,pH,,8.47,None
4917770,UTAH LAKE  OUTSIDE ENTRANCE TO PROVO BAY,40.18856667,-111.7313142,10-16-2017,Dissolved oxygen (DO),,10.62,mg/l
4917770,UTAH LAKE  OUTSIDE ENTRANCE TO PROVO BAY,40.18856667,-111.7313142,10-16-2017,Dissolved oxygen (DO),,10.46,mg/l
4917770,UTAH LAKE  OUTSIDE ENTRANCE TO PROVO BAY,40.18856667,-111.7313142,10-16-2017,Dissolved oxygen (DO),,10.45,mg/l
4917770,UTAH LAKE  OUTSIDE ENTRANCE TO PROVO BAY,40.18856667,-111.7313142,10-16-2017,"Temperature, water",,9.19,deg C
4917770,UTAH LAKE  OUTSIDE ENTRANCE TO PROVO BAY,40.18856667,-111.7313142,10-16-2017,Dissolved oxygen (DO),,10.59,mg/l
4917770,UTAH LAKE  OUTSIDE ENTRANCE TO PROVO BAY,40.18856667,-111.7313142,10-16-2017,"Temperature, water",,9.17,deg C
4917770,UTAH LAKE  OUTSIDE ENTRANCE TO PROVO BAY,40.18856667,-111.7313142,10-16-2017,"Temperature, water",,9.22,deg C
4917770,UTAH LAKE  OUTSIDE ENTRANCE TO PROVO BAY,40.18856667,-111.7313142,10-16-2017,pH,,8.46,None
4917770,UTAH LAKE  OUTSIDE ENTRANCE TO PROVO BAY,40.18856667,-111.7313142,10-16-2017,pH,,8.43,None
4917770,UTAH LAKE  OUTSIDE ENTRANCE TO PROVO BAY,40.18856667,-111.7313142,10-16-2017,"Temperature, water",,9.25,deg C
4917770,UTAH LAKE  OUTSIDE ENTRANCE TO PROVO BAY,40.18856667,-111.7313142,10-16-2017,pH,,8.45,None
4917770,UTAH LAKE  OUTSIDE ENTRANCE TO PROVO BAY,40.18856667,-111.7313142,10-16-2017,pH,,8.43,None
4917770,UTAH LAKE  OUTSIDE ENTRANCE TO PROVO BAY,40.18856667,-111.7313142,10-16-2017,Phosphate-phosphorus,Dissolved,0.0133,mg/l
4917770,UTAH LAKE  OUTSIDE ENTRANCE TO PROVO BAY,40.18856667,-111.7313142,10-16-2017,"Chlorophyll a, corrected for pheophytin",Total,25.16,ug/l
4917770,UTAH LAKE  OUTSIDE ENTRANCE TO PROVO BAY,40.18856667,-111.7313142,10-16-2017,"Chlorophyll a, corrected for pheophytin",Total,26.12,ug/l
4917770,UTAH LAKE  OUTSIDE ENTRANCE TO PROVO BAY,40.18856667,-111.7313142,10-16-2017,"Chlorophyll a, corrected for pheophytin",Total,26.12,ug/l
4917770,UTAH LAKE  OUTSIDE ENTRANCE TO PROVO BAY,40.18856667,-111.7313142,10-16-2017,Total dissolved solids,Total,984,mg/l
4917770,UTAH LAKE  OUTSIDE ENTRANCE TO PROVO BAY,40.18856667,-111.7313142,10-16-2017,Phosphate-phosphorus,Total,0.08,mg/l
4917770,UTAH LAKE  OUTSIDE ENTRANCE TO PROVO BAY,40.18856667,-111.7313142,10-16-2017,Nitrogen,Total,0.462,mg/l
4917770,UTAH LAKE  OUTSIDE ENTRANCE TO PROVO BAY,40.18856667,-111.7313142,10-16-2017,Nitrogen,Dissolved,0.665,mg/l
4917770,UTAH LAKE  OUTSIDE ENTRANCE TO PROVO BAY,40.18856667,-111.7313142,10-16-2017,Turbidity,Total,55,NTU
4917770,UTAH LAKE  OUTSIDE ENTRANCE TO PROVO BAY,40.18856667,-111.7313142,10-16-2017,Dissolved oxygen (DO),,10.5,mg/l
4917770,UTAH LAKE  OUTSIDE ENTRANCE TO PROVO BAY,40.18856667,-111.7313142,10-16-2017,"Temperature, water",,9.22,deg C
4917770,UTAH LAKE  OUTSIDE ENTRANCE TO PROVO BAY,40.18856667,-111.7313142,10-16-2017,pH,,8.44,None
4917390,UTAH LAKE 1 MI WEST OF PROVO BOAT HARBOR,40.23717289,-111.7646472,10-16-2017,Dissolved oxygen (DO),,8.92,mg/l
4917390,UTAH LAKE 1 MI WEST OF PROVO BOAT HARBOR,40.23717289,-111.7646472,10-16-2017,Dissolved oxygen (DO),,8.91,mg/l
4917390,UTAH LAKE 1 MI WEST OF PROVO BOAT HARBOR,40.23717289,-111.7646472,10-16-2017,Dissolved oxygen (DO),,9,mg/l
4917390,UTAH LAKE 1 MI WEST OF PROVO BOAT HARBOR,40.23717289,-111.7646472,10-16-2017,pH,,8.3,None
4917390,UTAH LAKE 1 MI WEST OF PROVO BOAT HARBOR,40.23717289,-111.7646472,10-16-2017,Dissolved oxygen (DO),,9.06,mg/l
4917390,UTAH LAKE 1 MI WEST OF PROVO BOAT HARBOR,40.23717289,-111.7646472,10-16-2017,Dissolved oxygen (DO),,9.01,mg/l
4917390,UTAH LAKE 1 MI WEST OF PROVO BOAT HARBOR,40.23717289,-111.7646472,10-16-2017,pH,,8.26,None
4917390,UTAH LAKE 1 MI WEST OF PROVO BOAT HARBOR,40.23717289,-111.7646472,10-16-2017,"Temperature, water",,8.57,deg C
4917390,UTAH LAKE 1 MI WEST OF PROVO BOAT HARBOR,40.23717289,-111.7646472,10-16-2017,"Temperature, water",,10.19,deg C
4917390,UTAH LAKE 1 MI WEST OF PROVO BOAT HARBOR,40.23717289,-111.7646472,10-16-2017,pH,,8.28,None
4917390,UTAH LAKE 1 MI WEST OF PROVO BOAT HARBOR,40.23717289,-111.7646472,10-16-2017,Dissolved oxygen (DO),,9.09,mg/l
4917390,UTAH LAKE 1 MI WEST OF PROVO BOAT HARBOR,40.23717289,-111.7646472,10-16-2017,"Temperature, water",,8.91,deg C
4917390,UTAH LAKE 1 MI WEST OF PROVO BOAT HARBOR,40.23717289,-111.7646472,10-16-2017,"Temperature, water",,8.63,deg C
4917390,UTAH LAKE 1 MI WEST OF PROVO BOAT HARBOR,40.23717289,-111.7646472,10-16-2017,Dissolved oxygen (DO),,8.88,mg/l
4917390,UTAH LAKE 1 MI WEST OF PROVO BOAT HARBOR,40.23717289,-111.7646472,10-16-2017,pH,,8.27,None
4917390,UTAH LAKE 1 MI WEST OF PROVO BOAT HARBOR,40.23717289,-111.7646472,10-16-2017,"Temperature, water",,9.53,deg C
4917390,UTAH LAKE 1 MI WEST OF PROVO BOAT HARBOR,40.23717289,-111.7646472,10-16-2017,pH,,8.29,None
4917390,UTAH LAKE 1 MI WEST OF PROVO BOAT HARBOR,40.23717289,-111.7646472,10-16-2017,"Temperature, water",,8.59,deg C
4917390,UTAH LAKE 1 MI WEST OF PROVO BOAT HARBOR,40.23717289,-111.7646472,10-16-2017,pH,,8.24,None
4917390,UTAH LAKE 1 MI WEST OF PROVO BOAT HARBOR,40.23717289,-111.7646472,10-16-2017,"Temperature, water",,8.58,deg C
4917390,UTAH LAKE 1 MI WEST OF PROVO BOAT HARBOR,40.23717289,-111.7646472,10-16-2017,Dissolved oxygen (DO),,9.07,mg/l
4917390,UTAH LAKE 1 MI WEST OF PROVO BOAT HARBOR,40.23717289,-111.7646472,10-16-2017,pH,,8.28,None
4917390,UTAH LAKE 1 MI WEST OF PROVO BOAT HARBOR,40.23717289,-111.7646472,10-16-2017,"Temperature, water",,8.59,deg C
4917390,UTAH LAKE 1 MI WEST OF PROVO BOAT HARBOR,40.23717289,-111.7646472,10-16-2017,pH,,8.28,None
4917390,UTAH LAKE 1 MI WEST OF PROVO BOAT HARBOR,40.23717289,-111.7646472,10-16-2017,Dissolved oxygen (DO),,8.89,mg/l
4917390,UTAH LAKE 1 MI WEST OF PROVO BOAT HARBOR,40.23717289,-111.7646472,10-16-2017,"Temperature, water",,8.57,deg C
4917390,UTAH LAKE 1 MI WEST OF PROVO BOAT HARBOR,40.23717289,-111.7646472,10-16-2017,Dissolved oxygen (DO),,8.83,mg/l
4917390,UTAH LAKE 1 MI WEST OF PROVO BOAT HARBOR,40.23717289,-111.7646472,10-16-2017,pH,,8.25,None
4917390,UTAH LAKE 1 MI WEST OF PROVO BOAT HARBOR,40.23717289,-111.7646472,10-16-2017,Dissolved oxygen (DO),,8.75,mg/l
4917390,UTAH LAKE 1 MI WEST OF PROVO BOAT HARBOR,40.23717289,-111.7646472,10-16-2017,"Temperature, water",,10.02,deg C
4917390,UTAH LAKE 1 MI WEST OF PROVO BOAT HARBOR,40.23717289,-111.7646472,10-16-2017,"Temperature, water",,10.16,deg C
4917390,UTAH LAKE 1 MI WEST OF PROVO BOAT HARBOR,40.23717289,-111.7646472,10-16-2017,pH,,8.28,None
4917390,UTAH LAKE 1 MI WEST OF PROVO BOAT HARBOR,40.23717289,-111.7646472,10-16-2017,"Temperature, water",,8.69,deg C
4917390,UTAH LAKE 1 MI WEST OF PROVO BOAT HARBOR,40.23717289,-111.7646472,10-16-2017,pH,,8.29,None
4917390,UTAH LAKE 1 MI WEST OF PROVO BOAT HARBOR,40.23717289,-111.7646472,10-16-2017,pH,,8.26,None
4917390,UTAH LAKE 1 MI WEST OF PROVO BOAT HARBOR,40.23717289,-111.7646472,10-16-2017,pH,,8.31,None
4917390,UTAH LAKE 1 MI WEST OF PROVO BOAT HARBOR,40.23717289,-111.7646472,10-16-2017,Dissolved oxygen (DO),,9.02,mg/l
4917390,UTAH LAKE 1 MI WEST OF PROVO BOAT HARBOR,40.23717289,-111.7646472,10-16-2017,Dissolved oxygen (DO),,9.04,mg/l
4917390,UTAH LAKE 1 MI WEST OF PROVO BOAT HARBOR,40.23717289,-111.7646472,10-16-2017,"Temperature, water",,9.11,deg C
4917390,UTAH LAKE 1 MI WEST OF PROVO BOAT HARBOR,40.23717289,-111.7646472,10-16-2017,Phosphate-phosphorus,Dissolved,0.0128,mg/l
4917390,UTAH LAKE 1 MI WEST OF PROVO BOAT HARBOR,40.23717289,-111.7646472,10-16-2017,Nitrogen,Dissolved,0.76,mg/l
4917390,UTAH LAKE 1 MI WEST OF PROVO BOAT HARBOR,40.23717289,-111.7646472,10-16-2017,"Chlorophyll a, corrected for pheophytin",Total,4.84,ug/l
4917390,UTAH LAKE 1 MI WEST OF PROVO BOAT HARBOR,40.23717289,-111.7646472,10-16-2017,Phosphate-phosphorus,Total,0.05,mg/l
4917390,UTAH LAKE 1 MI WEST OF PROVO BOAT HARBOR,40.23717289,-111.7646472,10-16-2017,"Chlorophyll a, corrected for pheophytin",Total,4.84,ug/l
4917390,UTAH LAKE 1 MI WEST OF PROVO BOAT HARBOR,40.23717289,-111.7646472,10-16-2017,Nitrogen,Total,0.508,mg/l
4917390,UTAH LAKE 1 MI WEST OF PROVO BOAT HARBOR,40.23717289,-111.7646472,10-16-2017,"Chlorophyll a, corrected for pheophytin",Total,5.8,ug/l
4917390,UTAH LAKE 1 MI WEST OF PROVO BOAT HARBOR,40.23717289,-111.7646472,10-16-2017,"Temperature, water",,10.02,deg C
4917390,UTAH LAKE 1 MI WEST OF PROVO BOAT HARBOR,40.23717289,-111.7646472,10-16-2017,pH,,8.28,None
4917390,UTAH LAKE 1 MI WEST OF PROVO BOAT HARBOR,40.23717289,-111.7646472,10-16-2017,Dissolved oxygen (DO),,9,mg/l
4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,40.26828256,-111.8299304,10-16-2017,"Chlorophyll a, corrected for pheophytin",Total,7.76,ug/l
4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,40.26828256,-111.8299304,10-16-2017,"Chlorophyll a, corrected for pheophytin",Total,8.72,ug/l
4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,40.26828256,-111.8299304,10-16-2017,"Chlorophyll a, corrected for pheophytin",Total,7.76,ug/l
4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,40.26828256,-111.8299304,10-16-2017,pH,,8.29,None
4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,40.26828256,-111.8299304,10-16-2017,"Temperature, water",,8.46,deg C
4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,40.26828256,-111.8299304,10-16-2017,pH,,8.33,None
4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,40.26828256,-111.8299304,10-16-2017,"Temperature, water",,8.55,deg C
4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,40.26828256,-111.8299304,10-16-2017,Dissolved oxygen (DO),,9.19,mg/l
4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,40.26828256,-111.8299304,10-16-2017,pH,,8.27,None
4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,40.26828256,-111.8299304,10-16-2017,"Temperature, water",,8.47,deg C
4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,40.26828256,-111.8299304,10-16-2017,"Temperature, water",,8.47,deg C
4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,40.26828256,-111.8299304,10-16-2017,Dissolved oxygen (DO),,8.74,mg/l
4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,40.26828256,-111.8299304,10-16-2017,Dissolved oxygen (DO),,9.31,mg/l
4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,40.26828256,-111.8299304,10-16-2017,pH,,8.31,None
4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,40.26828256,-111.8299304,10-16-2017,Dissolved oxygen (DO),,9.27,mg/l
4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,40.26828256,-111.8299304,10-16-2017,Dissolved oxygen (DO),,8.98,mg/l
4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,40.26828256,-111.8299304,10-16-2017,Dissolved oxygen (DO),,8.84,mg/l
4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,40.26828256,-111.8299304,10-16-2017,Dissolved oxygen (DO),,8.79,mg/l
4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,40.26828256,-111.8299304,10-16-2017,"Temperature, water",,9.67,deg C
4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,40.26828256,-111.8299304,10-16-2017,Dissolved oxygen (DO),,9.33,mg/l
4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,40.26828256,-111.8299304,10-16-2017,pH,,8.26,None
4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,40.26828256,-111.8299304,10-16-2017,Dissolved oxygen (DO),,8.79,mg/l
4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,40.26828256,-111.8299304,10-16-2017,pH,,8.27,None
4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,40.26828256,-111.8299304,10-16-2017,pH,,8.32,None
4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,40.26828256,-111.8299304,10-16-2017,"Temperature, water",,9.06,deg C
4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,40.26828256,-111.8299304,10-16-2017,Dissolved oxygen (DO),,9.29,mg/l
4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,40.26828256,-111.8299304,10-16-2017,"Temperature, water",,9.12,deg C
4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,40.26828256,-111.8299304,10-16-2017,pH,,8.31,None
4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,40.26828256,-111.8299304,10-16-2017,Dissolved oxygen (DO),,9.21,mg/l
4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,40.26828256,-111.8299304,10-16-2017,"Temperature, water",,8.47,deg C
4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,40.26828256,-111.8299304,10-16-2017,"Temperature, water",,9.25,deg C
4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,40.26828256,-111.8299304,10-16-2017,"Temperature, water",,9.07,deg C
4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,40.26828256,-111.8299304,10-16-2017,pH,,8.31,None
4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,40.26828256,-111.8299304,10-16-2017,pH,,8.27,None
4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,40.26828256,-111.8299304,10-16-2017,"Temperature, water",,8.47,deg C
4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,40.26828256,-111.8299304,10-16-2017,pH,,8.28,None
4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,40.26828256,-111.8299304,10-16-2017,Turbidity,Total,46.2,NTU
4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,40.26828256,-111.8299304,10-16-2017,Phosphate-phosphorus,Total,0.049,mg/l
4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,40.26828256,-111.8299304,10-16-2017,Nitrogen,Total,0.401,mg/l
4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,40.26828256,-111.8299304,10-16-2017,Phosphate-phosphorus,Dissolved,0.0125,mg/l
4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,40.26828256,-111.8299304,10-16-2017,Nitrogen,Dissolved,0.614,mg/l
4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,40.26828256,-111.8299304,10-16-2017,Total dissolved solids,Total,1230,mg/l
4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,40.26828256,-111.8299304,10-16-2017,"Temperature, water",,9.25,deg C
4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,40.26828256,-111.8299304,10-16-2017,pH,,8.32,None
4917370,UTAH LAKE 1 MI EAST OF PELICAN POINT,40.26828256,-111.8299304,10-16-2017,Dissolved oxygen (DO),,9.31,mg/l
4917520,UTAH LAKE 2 MI E OF SARATOGA SPRINGS #12,40.34216863,-111.8713257,10-16-2017,pH,,8.28,None
4917520,UTAH LAKE 2 MI E OF SARATOGA SPRINGS #12,40.34216863,-111.8713257,10-16-2017,pH,,8.29,None
4917520,UTAH LAKE 2 MI E OF SARATOGA SPRINGS #12,40.34216863,-111.8713257,10-16-2017,"Temperature, water",,8.67,deg C
4917520,UTAH LAKE 2 MI E OF SARATOGA SPRINGS #12,40.34216863,-111.8713257,10-16-2017,"Temperature, water",,8.69,deg C
4917520,UTAH LAKE 2 MI E OF SARATOGA SPRINGS #12,40.34216863,-111.8713257,10-16-2017,"Temperature, water",,8.71,deg C
4917520,UTAH LAKE 2 MI E OF SARATOGA SPRINGS #12,40.34216863,-111.8713257,10-16-2017,Dissolved oxygen (DO),,8.97,mg/l
4917520,UTAH LAKE 2 MI E OF SARATOGA SPRINGS #12,40.34216863,-111.8713257,10-16-2017,pH,,8.21,None
4917520,UTAH LAKE 2 MI E OF SARATOGA SPRINGS #12,40.34216863,-111.8713257,10-16-2017,"Temperature, water",,8.69,deg C
4917520,UTAH LAKE 2 MI E OF SARATOGA SPRINGS #12,40.34216863,-111.8713257,10-16-2017,Dissolved oxygen (DO),,9.11,mg/l
4917520,UTAH LAKE 2 MI E OF SARATOGA SPRINGS #12,40.34216863,-111.8713257,10-16-2017,pH,,8.23,None
4917520,UTAH LAKE 2 MI E OF SARATOGA SPRINGS #12,40.34216863,-111.8713257,10-16-2017,Dissolved oxygen (DO),,9.12,mg/l
