LocationID,LocationName,Latitude,Longitude,Date,Characteristic,Fraction,Value,Unit
4917600,UTAH LAKE GOSHEN BAY SOUTHWEST END,40.06023518,-111.8743836,05-10-2017,"Temperature, water",,17.83,deg C
4917600,UTAH LAKE GOSHEN BAY SOUTHWEST END,40.06023518,-111.8743836,05-10-2017,pH,,8.52,None
4917600,UTAH LAKE GOSHEN BAY SOUTHWEST END,40.06023518,-111.8743836,05-10-2017,Dissolved oxygen (DO),,7,mg/l
4917600,UTAH LAKE GOSHEN BAY SOUTHWEST END,40.06023518,-111.8743836,05-10-2017,Nitrogen,Dissolved,0.536,mg/l
4917600,UTAH LAKE GOSHEN BAY SOUTHWEST END,40.06023518,-111.8743836,05-10-2017,"Chlorophyll a, corrected for pheophytin",Total,12.6,ug/l
4917600,UTAH LAKE GOSHEN BAY SOUTHWEST END,40.06023518,-111.8743836,05-10-2017,"Chlorophyll a, corrected for pheophytin",Total,11.6,ug/l
4917600,UTAH LAKE GOSHEN BAY SOUTHWEST END,40.06023518,-111.8743836,05-10-2017,"Chlorophyll a, corrected for pheophytin",Total,10.64,ug/l
4917600,UTAH LAKE GOSHEN BAY SOUTHWEST END,40.06023518,-111.8743836,05-10-2017,pH,,8.308,None
4917600,UTAH LAKE GOSHEN BAY SOUTHWEST END,40.06023518,-111.8743836,05-10-2017,Turbidity,Total,131,NTU
4917600,UTAH LAKE GOSHEN BAY SOUTHWEST END,40.06023518,-111.8743836,05-10-2017,Nitrogen,Total,0.636,mg/l
4917600,UTAH LAKE GOSHEN BAY SOUTHWEST END,40.06023518,-111.8743836,05-10-2017,Total dissolved solids,Total,1150,mg/l
4917600,UTAH LAKE GOSHEN BAY SOUTHWEST END,40.06023518,-111.8743836,05-10-2017,Phosphate-phosphorus,Total,0.116,mg/l
4917600,UTAH LAKE GOSHEN BAY SOUTHWEST END,40.06023518,-111.8743836,05-10-2017,Phosphate-phosphorus,Dissolved,0.0168,mg/l
4917500,UTAH LAKE 3 MI WNW OF LINCOLN BEACH,40.16967582,-111.8716056,05-10-2017,Turbidity,Total,38.3,NTU
4917500,UTAH LAKE 3 MI WNW OF LINCOLN BEACH,40.16967582,-111.8716056,05-10-2017,Phosphate-phosphorus,Dissolved,0.0193,mg/l
4917500,UTAH LAKE 3 MI WNW OF LINCOLN BEACH,40.16967582,-111.8716056,05-10-2017,Total dissolved solids,Total,1170,mg/l
4917500,UTAH LAKE 3 MI WNW OF LINCOLN BEACH,40.16967582,-111.8716056,05-10-2017,Phosphate-phosphorus,Total,0.053,mg/l
4917500,UTAH LAKE 3 MI WNW OF LINCOLN BEACH,40.16967582,-111.8716056,05-10-2017,pH,,8.351,None
4917500,UTAH LAKE 3 MI WNW OF LINCOLN BEACH,40.16967582,-111.8716056,05-10-2017,Nitrogen,Total,0.802,mg/l
4917500,UTAH LAKE 3 MI WNW OF LINCOLN BEACH,40.16967582,-111.8716056,05-10-2017,"Chlorophyll a, corrected for pheophytin",Total,4.829,ug/l
4917500,UTAH LAKE 3 MI WNW OF LINCOLN BEACH,40.16967582,-111.8716056,05-10-2017,"Chlorophyll a, corrected for pheophytin",Total,5.543,ug/l
4917500,UTAH LAKE 3 MI WNW OF LINCOLN BEACH,40.16967582,-111.8716056,05-10-2017,"Chlorophyll a, corrected for pheophytin",Total,5.543,ug/l
4917500,UTAH LAKE 3 MI WNW OF LINCOLN BEACH,40.16967582,-111.8716056,05-10-2017,Nitrogen,Dissolved,0.854,mg/l
4917500,UTAH LAKE 3 MI WNW OF LINCOLN BEACH,40.16967582,-111.8716056,05-10-2017,pH,,8.44,None
4917500,UTAH LAKE 3 MI WNW OF LINCOLN BEACH,40.16967582,-111.8716056,05-10-2017,pH,,8.44,None
4917500,UTAH LAKE 3 MI WNW OF LINCOLN BEACH,40.16967582,-111.8716056,05-10-2017,Dissolved oxygen (DO),,7.67,mg/l
4917500,UTAH LAKE 3 MI WNW OF LINCOLN BEACH,40.16967582,-111.8716056,05-10-2017,Dissolved oxygen (DO),,7.92,mg/l
4917500,UTAH LAKE 3 MI WNW OF LINCOLN BEACH,40.16967582,-111.8716056,05-10-2017,"Temperature, water",,16.63,deg C
4917500,UTAH LAKE 3 MI WNW OF LINCOLN BEACH,40.16967582,-111.8716056,05-10-2017,"Temperature, water",,16.68,deg C
4917500,UTAH LAKE 3 MI WNW OF LINCOLN BEACH,40.16967582,-111.8716056,05-10-2017,"Temperature, water",,16.53,deg C
4917500,UTAH LAKE 3 MI WNW OF LINCOLN BEACH,40.16967582,-111.8716056,05-10-2017,pH,,8.47,None
4917500,UTAH LAKE 3 MI WNW OF LINCOLN BEACH,40.16967582,-111.8716056,05-10-2017,pH,,8.45,None
4917500,UTAH LAKE 3 MI WNW OF LINCOLN BEACH,40.16967582,-111.8716056,05-10-2017,Dissolved oxygen (DO),,7.73,mg/l
4917500,UTAH LAKE 3 MI WNW OF LINCOLN BEACH,40.16967582,-111.8716056,05-10-2017,Dissolved oxygen (DO),,7.73,mg/l
4917500,UTAH LAKE 3 MI WNW OF LINCOLN BEACH,40.16967582,-111.8716056,05-10-2017,"Temperature, water",,17.01,deg C
4917500,UTAH LAKE 3 MI WNW OF LINCOLN BEACH,40.16967582,-111.8716056,05-10-2017,pH,,8.47,None
4917500,UTAH LAKE 3 MI WNW OF LINCOLN BEACH,40.16967582,-111.8716056,05-10-2017,Dissolved oxygen (DO),,8,mg/l
4917500,UTAH LAKE 3 MI WNW OF LINCOLN BEACH,40.16967582,-111.8716056,05-10-2017,Dissolved oxygen (DO),,8.04,mg/l
4917500,UTAH LAKE 3 MI WNW OF LINCOLN BEACH,40.16967582,-111.8716056,05-10-2017,"Temperature, water",,16.45,deg C
4917500,UTAH LAKE 3 MI WNW OF LINCOLN BEACH,40.16967582,-111.8716056,05-10-2017,Dissolved oxygen (DO),,7.97,mg/l
4917500,UTAH LAKE 3 MI WNW OF LINCOLN BEACH,40.16967582,-111.8716056,05-10-2017,Dissolved oxygen (DO),,7.75,mg/l
4917500,UTAH LAKE 3 MI WNW OF LINCOLN BEACH,40.16967582,-111.8716056,05-10-2017,pH,,8.46,None
4917500,UTAH LAKE 3 MI WNW OF LINCOLN BEACH,40.16967582,-111.8716056,05-10-2017,"Temperature, water",,19.29,deg C
4917500,UTAH LAKE 3 MI WNW OF LINCOLN BEACH,40.16967582,-111.8716056,05-10-2017,"Temperature, water",,19.29,deg C
4917500,UTAH LAKE 3 MI WNW OF LINCOLN BEACH,40.16967582,-111.8716056,05-10-2017,Dissolved oxygen (DO),,8.13,mg/l
4917500,UTAH LAKE 3 MI WNW OF LINCOLN BEACH,40.16967582,-111.8716056,05-10-2017,pH,,8.46,None
4917500,UTAH LAKE 3 MI WNW OF LINCOLN BEACH,40.16967582,-111.8716056,05-10-2017,"Temperature, water",,16.94,deg C
4917500,UTAH LAKE 3 MI WNW OF LINCOLN BEACH,40.16967582,-111.8716056,05-10-2017,pH,,8.48,None
4917500,UTAH LAKE 3 MI WNW OF LINCOLN BEACH,40.16967582,-111.8716056,05-10-2017,pH,,8.46,None
4917500,UTAH LAKE 3 MI WNW OF LINCOLN BEACH,40.16967582,-111.8716056,05-10-2017,"Temperature, water",,16.34,deg C
4917500,UTAH LAKE 3 MI WNW OF LINCOLN BEACH,40.16967582,-111.8716056,05-10-2017,"Temperature, water",,16.32,deg C
4917500,UTAH LAKE 3 MI WNW OF LINCOLN BEACH,40.16967582,-111.8716056,05-10-2017,pH,,8.45,None
4917500,UTAH LAKE 3 MI WNW OF LINCOLN BEACH,40.16967582,-111.8716056,05-10-2017,Dissolved oxygen (DO),,7.5,mg/l
4917710,UTAH LAKE 1 MI NE OF LINCOLN POINT #03,40.1577293,-111.7913255,05-10-2017,Total dissolved solids,Total,1180,mg/l
4917710,UTAH LAKE 1 MI NE OF LINCOLN POINT #03,40.1577293,-111.7913255,05-10-2017,pH,,8.359,None
4917710,UTAH LAKE 1 MI NE OF LINCOLN POINT #03,40.1577293,-111.7913255,05-10-2017,Phosphate-phosphorus,Dissolved,0.0176,mg/l
4917710,UTAH LAKE 1 MI NE OF LINCOLN POINT #03,40.1577293,-111.7913255,05-10-2017,"Chlorophyll a, corrected for pheophytin",Total,4.84,ug/l
4917710,UTAH LAKE 1 MI NE OF LINCOLN POINT #03,40.1577293,-111.7913255,05-10-2017,"Chlorophyll a, corrected for pheophytin",Total,5.8,ug/l
4917710,UTAH LAKE 1 MI NE OF LINCOLN POINT #03,40.1577293,-111.7913255,05-10-2017,Turbidity,Total,40.4,NTU
4917710,UTAH LAKE 1 MI NE OF LINCOLN POINT #03,40.1577293,-111.7913255,05-10-2017,Phosphate-phosphorus,Total,0.049,mg/l
4917710,UTAH LAKE 1 MI NE OF LINCOLN POINT #03,40.1577293,-111.7913255,05-10-2017,Nitrogen,Total,0.77,mg/l
4917710,UTAH LAKE 1 MI NE OF LINCOLN POINT #03,40.1577293,-111.7913255,05-10-2017,Nitrogen,Dissolved,0.641,mg/l
4917710,UTAH LAKE 1 MI NE OF LINCOLN POINT #03,40.1577293,-111.7913255,05-10-2017,"Chlorophyll a, corrected for pheophytin",Total,,ug/l
4917710,UTAH LAKE 1 MI NE OF LINCOLN POINT #03,40.1577293,-111.7913255,05-10-2017,pH,,8.43,None
4917710,UTAH LAKE 1 MI NE OF LINCOLN POINT #03,40.1577293,-111.7913255,05-10-2017,pH,,8.45,None
4917710,UTAH LAKE 1 MI NE OF LINCOLN POINT #03,40.1577293,-111.7913255,05-10-2017,"Temperature, water",,16.78,deg C
4917710,UTAH LAKE 1 MI NE OF LINCOLN POINT #03,40.1577293,-111.7913255,05-10-2017,pH,,8.41,None
4917710,UTAH LAKE 1 MI NE OF LINCOLN POINT #03,40.1577293,-111.7913255,05-10-2017,"Temperature, water",,16.76,deg C
4917710,UTAH LAKE 1 MI NE OF LINCOLN POINT #03,40.1577293,-111.7913255,05-10-2017,"Temperature, water",,20.07,deg C
4917710,UTAH LAKE 1 MI NE OF LINCOLN POINT #03,40.1577293,-111.7913255,05-10-2017,"Temperature, water",,17.73,deg C
4917710,UTAH LAKE 1 MI NE OF LINCOLN POINT #03,40.1577293,-111.7913255,05-10-2017,Dissolved oxygen (DO),,8.34,mg/l
4917710,UTAH LAKE 1 MI NE OF LINCOLN POINT #03,40.1577293,-111.7913255,05-10-2017,Dissolved oxygen (DO),,8.28,mg/l
4917710,UTAH LAKE 1 MI NE OF LINCOLN POINT #03,40.1577293,-111.7913255,05-10-2017,Dissolved oxygen (DO),,7.89,mg/l
4917710,UTAH LAKE 1 MI NE OF LINCOLN POINT #03,40.1577293,-111.7913255,05-10-2017,"Temperature, water",,16.81,deg C
4917710,UTAH LAKE 1 MI NE OF LINCOLN POINT #03,40.1577293,-111.7913255,05-10-2017,pH,,8.43,None
4917710,UTAH LAKE 1 MI NE OF LINCOLN POINT #03,40.1577293,-111.7913255,05-10-2017,Dissolved oxygen (DO),,7.8,mg/l
4917710,UTAH LAKE 1 MI NE OF LINCOLN POINT #03,40.1577293,-111.7913255,05-10-2017,pH,,8.4,None
4917710,UTAH LAKE 1 MI NE OF LINCOLN POINT #03,40.1577293,-111.7913255,05-10-2017,Dissolved oxygen (DO),,7.74,mg/l
4917710,UTAH LAKE 1 MI NE OF LINCOLN POINT #03,40.1577293,-111.7913255,05-10-2017,"Temperature, water",,17.25,deg C
4917710,UTAH LAKE 1 MI NE OF LINCOLN POINT #03,40.1577293,-111.7913255,05-10-2017,Dissolved oxygen (DO),,8.05,mg/l
4917710,UTAH LAKE 1 MI NE OF LINCOLN POINT #03,40.1577293,-111.7913255,05-10-2017,Dissolved oxygen (DO),,8.09,mg/l
4917710,UTAH LAKE 1 MI NE OF LINCOLN POINT #03,40.1577293,-111.7913255,05-10-2017,"Temperature, water",,17,deg C
4917710,UTAH LAKE 1 MI NE OF LINCOLN POINT #03,40.1577293,-111.7913255,05-10-2017,pH,,8.44,None
4917710,UTAH LAKE 1 MI NE OF LINCOLN POINT #03,40.1577293,-111.7913255,05-10-2017,pH,,8.42,None
4917710,UTAH LAKE 1 MI NE OF LINCOLN POINT #03,40.1577293,-111.7913255,05-10-2017,"Temperature, water",,20.07,deg C
4917710,UTAH LAKE 1 MI NE OF LINCOLN POINT #03,40.1577293,-111.7913255,05-10-2017,pH,,8.43,None
4917710,UTAH LAKE 1 MI NE OF LINCOLN POINT #03,40.1577293,-111.7913255,05-10-2017,Dissolved oxygen (DO),,8.09,mg/l
4917715,Utah Lake 1 mile southeast of Bird Island,40.169162,-111.777287,05-10-2017,pH,,8.332,None
4917715,Utah Lake 1 mile southeast of Bird Island,40.169162,-111.777287,05-10-2017,Total dissolved solids,Total,1170,mg/l
4917715,Utah Lake 1 mile southeast of Bird Island,40.169162,-111.777287,05-10-2017,Phosphate-phosphorus,Total,0.051,mg/l
4917715,Utah Lake 1 mile southeast of Bird Island,40.169162,-111.777287,05-10-2017,"Chlorophyll a, corrected for pheophytin",Total,3.88,ug/l
4917715,Utah Lake 1 mile southeast of Bird Island,40.169162,-111.777287,05-10-2017,Turbidity,Total,34.1,NTU
4917715,Utah Lake 1 mile southeast of Bird Island,40.169162,-111.777287,05-10-2017,Nitrogen,Total,0.78,mg/l
4917715,Utah Lake 1 mile southeast of Bird Island,40.169162,-111.777287,05-10-2017,Phosphate-phosphorus,Dissolved,0.02,mg/l
4917715,Utah Lake 1 mile southeast of Bird Island,40.169162,-111.777287,05-10-2017,Nitrogen,Dissolved,0.677,mg/l
4917715,Utah Lake 1 mile southeast of Bird Island,40.169162,-111.777287,05-10-2017,"Chlorophyll a, corrected for pheophytin",Total,,ug/l
4917715,Utah Lake 1 mile southeast of Bird Island,40.169162,-111.777287,05-10-2017,"Chlorophyll a, corrected for pheophytin",Total,,ug/l
4917715,Utah Lake 1 mile southeast of Bird Island,40.169162,-111.777287,05-10-2017,Dissolved oxygen (DO),,7.86,mg/l
4917715,Utah Lake 1 mile southeast of Bird Island,40.169162,-111.777287,05-10-2017,pH,,8.38,None
4917715,Utah Lake 1 mile southeast of Bird Island,40.169162,-111.777287,05-10-2017,Dissolved oxygen (DO),,7.92,mg/l
4917715,Utah Lake 1 mile southeast of Bird Island,40.169162,-111.777287,05-10-2017,pH,,8.42,None
4917715,Utah Lake 1 mile southeast of Bird Island,40.169162,-111.777287,05-10-2017,Dissolved oxygen (DO),,7.68,mg/l
4917715,Utah Lake 1 mile southeast of Bird Island,40.169162,-111.777287,05-10-2017,pH,,8.38,None
4917715,Utah Lake 1 mile southeast of Bird Island,40.169162,-111.777287,05-10-2017,Dissolved oxygen (DO),,7.6,mg/l
4917715,Utah Lake 1 mile southeast of Bird Island,40.169162,-111.777287,05-10-2017,"Temperature, water",,20.21,deg C
4917715,Utah Lake 1 mile southeast of Bird Island,40.169162,-111.777287,05-10-2017,"Temperature, water",,20.21,deg C
4917715,Utah Lake 1 mile southeast of Bird Island,40.169162,-111.777287,05-10-2017,"Temperature, water",,19.25,deg C
4917715,Utah Lake 1 mile southeast of Bird Island,40.169162,-111.777287,05-10-2017,"Temperature, water",,17.27,deg C
4917715,Utah Lake 1 mile southeast of Bird Island,40.169162,-111.777287,05-10-2017,Dissolved oxygen (DO),,8.13,mg/l
4917715,Utah Lake 1 mile southeast of Bird Island,40.169162,-111.777287,05-10-2017,"Temperature, water",,16.93,deg C
4917715,Utah Lake 1 mile southeast of Bird Island,40.169162,-111.777287,05-10-2017,"Temperature, water",,16.84,deg C
4917715,Utah Lake 1 mile southeast of Bird Island,40.169162,-111.777287,05-10-2017,Dissolved oxygen (DO),,8.2,mg/l
4917715,Utah Lake 1 mile southeast of Bird Island,40.169162,-111.777287,05-10-2017,pH,,8.41,None
4917715,Utah Lake 1 mile southeast of Bird Island,40.169162,-111.777287,05-10-2017,Dissolved oxygen (DO),,7.98,mg/l
4917715,Utah Lake 1 mile southeast of Bird Island,40.169162,-111.777287,05-10-2017,pH,,8.39,None
4917715,Utah Lake 1 mile southeast of Bird Island,40.169162,-111.777287,05-10-2017,pH,,8.38,None
4917715,Utah Lake 1 mile southeast of Bird Island,40.169162,-111.777287,05-10-2017,pH,,8.36,None
4917715,Utah Lake 1 mile southeast of Bird Island,40.169162,-111.777287,05-10-2017,Dissolved oxygen (DO),,7.86,mg/l
4917715,Utah Lake 1 mile southeast of Bird Island,40.169162,-111.777287,05-10-2017,pH,,8.36,None
4917715,Utah Lake 1 mile southeast of Bird Island,40.169162,-111.777287,05-10-2017,"Temperature, water",,18.23,deg C
4917715,Utah Lake 1 mile southeast of Bird Island,40.169162,-111.777287,05-10-2017,pH,,8.41,None
4917715,Utah Lake 1 mile southeast of Bird Island,40.169162,-111.777287,05-10-2017,"Temperature, water",,16.76,deg C
4917715,Utah Lake 1 mile southeast of Bird Island,40.169162,-111.777287,05-10-2017,Dissolved oxygen (DO),,7.65,mg/l
4917715,Utah Lake 1 mile southeast of Bird Island,40.169162,-111.777287,05-10-2017,"Temperature, water",,16.68,deg C
4917770,UTAH LAKE  OUTSIDE ENTRANCE TO PROVO BAY,40.18856667,-111.7313142,05-10-2017,Turbidity,Total,33.5,NTU
4917770,UTAH LAKE  OUTSIDE ENTRANCE TO PROVO BAY,40.18856667,-111.7313142,05-10-2017,pH,,8.814,None
4917770,UTAH LAKE  OUTSIDE ENTRANCE TO PROVO BAY,40.18856667,-111.7313142,05-10-2017,Phosphate-phosphorus,Total,0.177,mg/l
4917770,UTAH LAKE  OUTSIDE ENTRANCE TO PROVO BAY,40.18856667,-111.7313142,05-10-2017,Nitrogen,Dissolved,0.448,mg/l
4917770,UTAH LAKE  OUTSIDE ENTRANCE TO PROVO BAY,40.18856667,-111.7313142,05-10-2017,Total dissolved solids,Total,726,mg/l
4917770,UTAH LAKE  OUTSIDE ENTRANCE TO PROVO BAY,40.18856667,-111.7313142,05-10-2017,Nitrogen,Total,0.708,mg/l
4917770,UTAH LAKE  OUTSIDE ENTRANCE TO PROVO BAY,40.18856667,-111.7313142,05-10-2017,Phosphate-phosphorus,Dissolved,0.0185,mg/l
4917770,UTAH LAKE  OUTSIDE ENTRANCE TO PROVO BAY,40.18856667,-111.7313142,05-10-2017,"Chlorophyll a, corrected for pheophytin",Total,42.4,ug/l
4917770,UTAH LAKE  OUTSIDE ENTRANCE TO PROVO BAY,40.18856667,-111.7313142,05-10-2017,"Chlorophyll a, corrected for pheophytin",Total,45.6,ug/l
4917770,UTAH LAKE  OUTSIDE ENTRANCE TO PROVO BAY,40.18856667,-111.7313142,05-10-2017,"Chlorophyll a, corrected for pheophytin",Total,42.4,ug/l
4917770,UTAH LAKE  OUTSIDE ENTRANCE TO PROVO BAY,40.18856667,-111.7313142,05-10-2017,pH,,8.89,None
4917770,UTAH LAKE  OUTSIDE ENTRANCE TO PROVO BAY,40.18856667,-111.7313142,05-10-2017,Dissolved oxygen (DO),,11.79,mg/l
4917770,UTAH LAKE  OUTSIDE ENTRANCE TO PROVO BAY,40.18856667,-111.7313142,05-10-2017,"Temperature, water",,20.82,deg C
4917450,UTAH LAKE AT MIDDLE OF PROVO BAY,40.18913907,-111.6999312,05-10-2017,pH,,8.935,None
4917450,UTAH LAKE AT MIDDLE OF PROVO BAY,40.18913907,-111.6999312,05-10-2017,"Chlorophyll a, corrected for pheophytin",Total,72.8,ug/l
4917450,UTAH LAKE AT MIDDLE OF PROVO BAY,40.18913907,-111.6999312,05-10-2017,Total dissolved solids,Total,220,mg/l
4917450,UTAH LAKE AT MIDDLE OF PROVO BAY,40.18913907,-111.6999312,05-10-2017,Nitrogen,Dissolved,0.792,mg/l
4917450,UTAH LAKE AT MIDDLE OF PROVO BAY,40.18913907,-111.6999312,05-10-2017,Phosphate-phosphorus,Dissolved,0.108,mg/l
4917450,UTAH LAKE AT MIDDLE OF PROVO BAY,40.18913907,-111.6999312,05-10-2017,Nitrogen,Total,0.673,mg/l
4917450,UTAH LAKE AT MIDDLE OF PROVO BAY,40.18913907,-111.6999312,05-10-2017,Turbidity,Total,64.8,NTU
4917450,UTAH LAKE AT MIDDLE OF PROVO BAY,40.18913907,-111.6999312,05-10-2017,Phosphate-phosphorus,Total,0.372,mg/l
4917450,UTAH LAKE AT MIDDLE OF PROVO BAY,40.18913907,-111.6999312,05-10-2017,"Chlorophyll a, corrected for pheophytin",Total,62.8,ug/l
4917450,UTAH LAKE AT MIDDLE OF PROVO BAY,40.18913907,-111.6999312,05-10-2017,"Chlorophyll a, corrected for pheophytin",Total,62,ug/l
4917450,UTAH LAKE AT MIDDLE OF PROVO BAY,40.18913907,-111.6999312,05-10-2017,"Temperature, water",,21.16,deg C
4917450,UTAH LAKE AT MIDDLE OF PROVO BAY,40.18913907,-111.6999312,05-10-2017,Dissolved oxygen (DO),,11.08,mg/l
4917450,UTAH LAKE AT MIDDLE OF PROVO BAY,40.18913907,-111.6999312,05-10-2017,pH,,8.91,None
4917520,UTAH LAKE 2 MI E OF SARATOGA SPRINGS #12,40.34216863,-111.8713257,05-11-2017,Dissolved oxygen (DO),,7.55,mg/l
4917520,UTAH LAKE 2 MI E OF SARATOGA SPRINGS #12,40.34216863,-111.8713257,05-11-2017,pH,,8.46,None
4917520,UTAH LAKE 2 MI E OF SARATOGA SPRINGS #12,40.34216863,-111.8713257,05-11-2017,pH,,8.46,None
4917520,UTAH LAKE 2 MI E OF SARATOGA SPRINGS #12,40.34216863,-111.8713257,05-11-2017,Dissolved oxygen (DO),,7.58,mg/l
4917520,UTAH LAKE 2 MI E OF SARATOGA SPRINGS #12,40.34216863,-111.8713257,05-11-2017,Dissolved oxygen (DO),,7.51,mg/l
4917520,UTAH LAKE 2 MI E OF SARATOGA SPRINGS #12,40.34216863,-111.8713257,05-11-2017,pH,,8.44,None
4917520,UTAH LAKE 2 MI E OF SARATOGA SPRINGS #12,40.34216863,-111.8713257,05-11-2017,Dissolved oxygen (DO),,7.59,mg/l
4917520,UTAH LAKE 2 MI E OF SARATOGA SPRINGS #12,40.34216863,-111.8713257,05-11-2017,pH,,8.46,None
4917520,UTAH LAKE 2 MI E OF SARATOGA SPRINGS #12,40.34216863,-111.8713257,05-11-2017,Dissolved oxygen (DO),,7.55,mg/l
4917520,UTAH LAKE 2 MI E OF SARATOGA SPRINGS #12,40.34216863,-111.8713257,05-11-2017,Dissolved oxygen (DO),,7.31,mg/l
4917520,UTAH LAKE 2 MI E OF SARATOGA SPRINGS #12,40.34216863,-111.8713257,05-11-2017,pH,,8.46,None
4917520,UTAH LAKE 2 MI E OF SARATOGA SPRINGS #12,40.34216863,-111.8713257,05-11-2017,"Temperature, water",,17.8,deg C
4917520,UTAH LAKE 2 MI E OF SARATOGA SPRINGS #12,40.34216863,-111.8713257,05-11-2017,"Temperature, water",,17.73,deg C
4917520,UTAH LAKE 2 MI E OF SARATOGA SPRINGS #12,40.34216863,-111.8713257,05-11-2017,"Temperature, water",,17.69,deg C
4917520,UTAH LAKE 2 MI E OF SARATOGA SPRINGS #12,40.34216863,-111.8713257,05-11-2017,"Temperature, water",,17.81,deg C
4917520,UTAH LAKE 2 MI E OF SARATOGA SPRINGS #12,40.34216863,-111.8713257,05-11-2017,"Temperature, water",,17.8,deg C
4917520,UTAH LAKE 2 MI E OF SARATOGA SPRINGS #12,40.34216863,-111.8713257,05-11-2017,"Temperature, water",,17.78,deg C
4917520,UTAH LAKE 2 MI E OF SARATOGA SPRINGS #12,40.34216863,-111.8713257,05-11-2017,pH,,8.46,None
4917520,UTAH LAKE 2 MI E OF SARATOGA SPRINGS #12,40.34216863,-111.8713257,05-11-2017,Nitrogen,Total,0.689,mg/l
4917520,UTAH LAKE 2 MI E OF SARATOGA SPRINGS #12,40.34216863,-111.8713257,05-11-2017,Phosphate-phosphorus,Dissolved,0.018,mg/l
4917520,UTAH LAKE 2 MI E OF SARATOGA SPRINGS #12,40.34216863,-111.8713257,05-11-2017,Phosphate-phosphorus,Total,0.05,mg/l
4917520,UTAH LAKE 2 MI E OF SARATOGA SPRINGS #12,40.34216863,-111.8713257,05-11-2017,pH,,8.417,None
4917520,UTAH LAKE 2 MI E OF SARATOGA SPRINGS #12,40.34216863,-111.8713257,05-11-2017,Total dissolved solids,Total,1090,mg/l
4917520,UTAH LAKE 2 MI E OF SARATOGA SPRINGS #12,40.34216863,-111.8713257,05-11-2017,Nitrogen,Dissolved,0.555,mg/l
4917520,UTAH LAKE 2 MI E OF SARATOGA SPRINGS #12,40.34216863,-111.8713257,05-11-2017,Turbidity,Total,34.3,NTU
4917520,UTAH LAKE 2 MI E OF SARATOGA SPRINGS #12,40.34216863,-111.8713257,05-11-2017,pH,,8.46,None
4917520,UTAH LAKE 2 MI E OF SARATOGA SPRINGS #12,40.34216863,-111.8713257,05-11-2017,"Temperature, water",,17.8,deg C
4917520,UTAH LAKE 2 MI E OF SARATOGA SPRINGS #12,40.34216863,-111.8713257,05-11-2017,Dissolved oxygen (DO),,7.59,mg/l
4917310,UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A,40.32087,-111.77754,05-11-2017,Phosphate-phosphorus,Total,0.061,mg/l
4917310,UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A,40.32087,-111.77754,05-11-2017,Nitrogen,Dissolved,0.7,mg/l
4917310,UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A,40.32087,-111.77754,05-11-2017,Phosphate-phosphorus,Dissolved,0.021,mg/l
4917310,UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A,40.32087,-111.77754,05-11-2017,pH,,8.388,None
4917310,UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A,40.32087,-111.77754,05-11-2017,Total dissolved solids,Total,1070,mg/l
4917310,UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A,40.32087,-111.77754,05-11-2017,Turbidity,Total,54.1,NTU
4917310,UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A,40.32087,-111.77754,05-11-2017,Nitrogen,Total,0.813,mg/l
4917310,UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A,40.32087,-111.77754,05-11-2017,Dissolved oxygen (DO),,7.67,mg/l
4917310,UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A,40.32087,-111.77754,05-11-2017,Dissolved oxygen (DO),,7.41,mg/l
4917310,UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A,40.32087,-111.77754,05-11-2017,"Temperature, water",,17.67,deg C
4917310,UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A,40.32087,-111.77754,05-11-2017,pH,,8.4,None
4917310,UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A,40.32087,-111.77754,05-11-2017,"Temperature, water",,18.23,deg C
4917310,UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A,40.32087,-111.77754,05-11-2017,"Temperature, water",,18.07,deg C
4917310,UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A,40.32087,-111.77754,05-11-2017,pH,,8.43,None
4917310,UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A,40.32087,-111.77754,05-11-2017,Dissolved oxygen (DO),,7.73,mg/l
4917310,UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A,40.32087,-111.77754,05-11-2017,"Temperature, water",,17.92,deg C
4917310,UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A,40.32087,-111.77754,05-11-2017,pH,,8.42,None
4917310,UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A,40.32087,-111.77754,05-11-2017,Dissolved oxygen (DO),,7.55,mg/l
4917310,UTAH LAKE 0.5 MI W OF GENEVA DISCHARGE #15-A,40.32087,-111.77754,05-11-2017,"Temperature, water",,17.68,deg C
